ID,Fitness,gene 0,gene 1,gene 2,gene 3,gene 4,gene 5,gene 6,gene 7,gene 8,gene 9,gene 10,gene 11,gene 12
0,6.3437443,0.6196306,-0.71146226,0.6918144,-0.1320743,-0.8789241,0.045944333,0.3331194,-0.7735524,0.67751336,0.29311955,0.6879084,0.6262015,0.6928147
1,6.831338,0.9451927,-0.71146226,0.28260005,-0.750183,-0.8789241,0.045944333,0.5752853,0.21353042,0.22080112,0.45817065,-0.08951676,-0.13220859,-0.93730056
2,6.831338,0.9451927,-0.37639463,0.28260005,0.6244774,-0.8789241,-0.8310119,-0.71829164,-0.22999752,-0.269323,0.29311955,-0.08951676,0.6262015,-0.93730056
3,5.8591557,0.9451927,-0.71146226,0.6918144,-0.67306566,-0.8789241,0.6477933,-0.34507298,0.21353042,0.67751336,0.29311955,-0.08951676,-0.13220859,0.94942296
4,6.831338,0.9451927,-0.71146226,0.28260005,-0.67306566,0.8287065,-0.8310119,-0.71829164,0.21353042,0.22080112,0.29311955,0.9343724,0.6262015,-0.93730056
5,8.0354805,0.9451927,-0.71146226,-0.86136353,0.6244774,0.8287065,-0.8310119,0.5752853,-0.7735524,0.7762972,0.29311955,-0.08951676,0.6262015,0.94942296
6,8.0354805,0.9451927,-0.71146226,-0.86136353,0.6244774,-0.8789241,0.045944333,-0.71829164,0.21353042,0.81329215,0.29311955,-0.08951676,0.6262015,-0.7107526
7,6.831338,0.9451927,-0.71146226,0.28260005,-0.67306566,0.9795337,-0.8310119,-0.34507298,-0.7735524,0.7762972,0.29311955,-0.08951676,0.6686008,0.94942296
8,6.831338,0.9451927,-0.71146226,0.28260005,0.6244774,0.8287065,0.59834516,-0.71829164,0.21353042,0.7762972,0.29311955,0.9343724,0.6686008,0.15408242
9,11.3807125,0.9451927,-0.71146226,0.9839426,0.6244774,0.8287065,0.59834516,-0.34507298,-0.7735524,0.81329215,0.29311955,-0.08951676,0.6262015,0.94942296
10,11.3807125,0.9451927,-0.71146226,0.9839426,0.6244774,0.9795337,0.59834516,-0.34507298,0.21353042,0.81329215,0.29311955,0.9343724,0.6686008,-0.7107526
11,11.3807125,0.9451927,-0.05984497,0.9839426,-0.67306566,0.9795337,0.59834516,-0.34507298,0.8803122,0.5863639,0.29311955,0.9343724,0.6686008,-0.7107526
12,11.3807125,0.9451927,-0.05984497,0.9839426,-0.41178912,0.8900869,0.59834516,-0.34507298,0.21353042,0.81329215,-0.71175456,0.9343724,0.6262015,-0.4682905
13,11.3807125,0.9451927,-0.05984497,0.9839426,0.6244774,0.8287065,0.59834516,-0.34507298,-0.1836583,0.81329215,0.9129046,-0.93142533,0.6262015,0.94942296
14,11.3807125,0.9451927,-0.71146226,0.9839426,-0.41178912,-0.6058645,-0.8310119,-0.34507298,-0.1836583,0.81329215,0.9129046,0.9343724,-0.77362514,-0.7107526
15,11.3807125,0.9451927,-0.71146226,0.9839426,-0.41178912,-0.6058645,0.59834516,-0.34507298,0.21353042,0.81329215,0.9129046,0.30824018,0.6262015,-0.4682905
16,11.3807125,0.9451927,-0.05984497,0.9839426,-0.41178912,-0.6058645,-0.8310119,-0.34507298,0.21353042,0.81329215,-0.71175456,-0.93142533,0.6262015,-0.4682905
17,11.3807125,0.9451927,-0.05984497,0.9839426,-0.41178912,-0.6058645,-0.8310119,-0.34507298,-0.1836583,0.81329215,0.9129046,0.9343724,0.6262015,-0.4682905
18,7.9786344,0.9451927,-0.71146226,-0.9086883,0.6244774,-0.6058645,-0.15588057,-0.34507298,-0.1836583,0.81329215,-0.6208596,-0.93142533,-0.77362514,-0.5090394
19,7.963683,0.9406527,-0.71146226,-0.9327898,0.43337238,-0.6058645,-0.15588057,-0.34507298,-0.1836583,0.81329215,-0.6208596,-0.10337114,0.6686008,-0.4682905
20,11.3807125,0.9451927,-0.71146226,0.9839426,-0.41178912,-0.6058645,-0.8310119,-0.34507298,-0.1836583,0.81329215,-0.6208596,0.30824018,0.6262015,-0.4682905
21,11.3807125,0.9451927,-0.05984497,0.9839426,-0.41178912,0.27112997,-0.8310119,-0.34507298,0.8803122,0.39492702,0.9129046,-0.10337114,-0.77362514,0.71481764
22,11.289621,0.9451927,-0.05984497,0.9440508,-0.41178912,0.27849805,-0.8310119,-0.6051482,0.8803122,0.39492702,-0.6208596,-0.10337114,-0.77362514,-0.5090394
23,9.96296,0.9406527,0.8719833,0.9440508,-0.41178912,-0.19163352,-0.13658583,-0.76938903,-0.57458776,0.39492702,-0.6208596,-0.10337114,0.22651696,-0.5090394
24,11.3807125,0.9451927,-0.71146226,0.9839426,0.06371188,-0.6058645,-0.8310119,-0.76938903,0.8803122,0.39492702,-0.6208596,-0.10337114,-0.77362514,-0.4682905
25,11.441371,0.9406527,0.8719833,0.9839426,-0.41178912,0.27112997,0.59834516,-0.76938903,0.8803122,0.39492702,-0.6208596,-0.10337114,-0.80745256,-0.5090394
26,11.279536,0.9406527,-0.71146226,0.9619812,-0.41178912,-0.19163352,0.59834516,-0.76938903,-0.57458776,-0.23997039,-0.6208596,-0.10337114,-0.77362514,-0.5090394
27,9.96296,0.9406527,0.8719833,0.9440508,0.06371188,-0.19163352,-0.13658583,-0.6051482,-0.57458776,0.39492702,0.9129046,-0.10337114,0.6462953,-0.7333338
28,9.96296,0.9406527,0.8719833,0.9440508,0.06371188,-0.19163352,-0.13658583,-0.76938903,0.1658448,0.39492702,-0.18450272,-0.10337114,-0.80745256,-0.7333338
29,11.279536,0.9406527,0.8719833,0.9619812,0.06371188,-0.19163352,0.59834516,-0.76938903,0.1658448,0.39492702,-0.18450272,-0.10337114,0.6462953,-0.104917526
30,9.96296,0.9406527,-0.71146226,0.9440508,0.43337238,0.27112997,-0.13658583,-0.76938903,0.1658448,-0.23997039,0.19727218,-0.10337114,0.6462953,-0.5090394
