ID,Fitness,gene 0,gene 1,gene 2,gene 3,gene 4,gene 5,gene 6,gene 7,gene 8,gene 9,gene 10,gene 11,gene 12
0,0.0,0.48159468,-0.22871375,0.27768207,0.011506796,0.9181125,-0.71518594,0.7546855,-0.9272401,0.97475815,-0.15288252,-0.25577074,-0.6007502,-0.79184914
1,0.0,0.8510082,0.64969945,-0.23105407,0.53560567,0.650067,-0.71518594,0.9050001,-0.557678,0.97475815,-0.1407311,-0.25577074,-0.6007502,0.26558757
2,0.0,-0.5816104,-0.22871375,0.25583208,0.53560567,0.9181125,-0.71518594,-0.30435693,-0.123037755,0.97475815,-0.5109259,-0.25577074,-0.6007502,0.32894027
3,0.0,-0.5816104,-0.20257926,0.25583208,0.39468396,0.650067,-0.71518594,0.9050001,-0.9272401,0.97475815,-0.5109259,0.998163,-0.35223103,-0.79184914
4,0.0,-0.5816104,-0.97707003,-0.8839981,0.39468396,0.9181125,0.70971334,0.9050001,-0.123037755,0.97475815,-0.5109259,0.998163,-0.6007502,-0.79184914
5,0.0,0.17127609,-0.22871375,0.27768207,0.53560567,-0.021558225,-0.71518594,0.38233542,-0.123037755,0.97475815,-0.15288252,0.9127239,-0.6007502,0.26558757
6,0.0,-0.5816104,0.9712496,-0.8839981,0.53560567,-0.021558225,0.62576485,0.38233542,-0.9272401,0.97475815,-0.5109259,0.9127239,-0.6007502,0.9588696
7,0.0,0.63243663,0.9712496,0.25583208,-0.60753334,-0.021558225,0.62576485,0.38233542,-0.9272401,0.83405757,-0.58664846,0.7062918,-0.4068703,-0.79184914
8,0.0,0.17127609,-0.97707003,-0.8839981,0.53560567,0.5738205,0.62576485,0.38233542,-0.9272401,0.97475815,-0.58664846,0.9127239,0.39410138,-0.79184914
9,0.0,0.17127609,-0.97707003,-0.8839981,0.53560567,-0.021558225,0.62576485,-0.10136032,0.7762375,0.83405757,-0.58664846,0.9127239,0.5675702,-0.79184914
10,0.0,-0.5816104,0.04850006,-0.8839981,-0.60753334,-0.021558225,0.62576485,0.38233542,-0.9272401,0.83405757,-0.1407311,0.9127239,-0.4068703,0.26558757
11,0.0,-0.5816104,0.04850006,-0.8839981,0.078552485,0.5738205,0.70971334,0.38233542,-0.9272401,0.119138956,-0.1407311,0.9127239,0.39410138,0.9588696
12,0.0,0.17127609,0.04850006,-0.23105407,0.078552485,0.5738205,0.70971334,-0.33743238,-0.31251323,-0.16092235,-0.58664846,0.9127239,-0.4068703,-0.79184914
13,0.0,0.63243663,0.04850006,-0.23105407,-0.645688,0.5738205,0.38998926,-0.33743238,-0.9272401,-0.16092235,-0.5109259,0.9127239,0.28099954,0.26558757
14,0.0,0.9298663,0.04850006,-0.8839981,0.53560567,0.5738205,-0.13869303,0.38233542,0.7762375,-0.22193915,0.9064964,0.9127239,0.29057992,0.61996186
15,0.0,-0.5816104,0.04850006,-0.8839981,0.078552485,0.5738205,0.38998926,-0.33743238,-0.9272401,-0.16092235,-0.7620741,0.7062918,0.39410138,0.26558757
16,0.0,0.9298663,0.04850006,-0.23105407,-0.645688,0.5738205,0.70971334,-0.33743238,0.30512035,0.119138956,-0.7620741,0.38934088,0.29057992,0.26558757
17,0.0,0.86950624,0.04850006,-0.96646386,-0.645688,0.5738205,0.70971334,-0.33743238,0.30512035,-0.16092235,-0.7620741,0.7062918,0.39410138,0.26558757
18,0.0,-0.03681326,0.34826338,-0.96646386,-0.645688,0.5738205,-0.13869303,-0.33743238,-0.31251323,0.29368114,0.9064964,0.38934088,0.29057992,0.26558757
19,0.0,-0.03681326,0.04850006,-0.96646386,-0.645688,-0.86241406,-0.13869303,-0.33743238,0.30512035,0.29368114,-0.7620741,0.38934088,0.29057992,0.26558757
20,0.0,0.86950624,0.95652723,-0.96646386,-0.645688,-0.86241406,0.9685974,-0.33743238,0.30512035,0.29368114,-0.7620741,0.7062918,0.29057992,0.26558757
21,0.0,-0.03681326,0.04850006,-0.96646386,-0.645688,-0.86241406,0.3842957,-0.33743238,-0.31251323,0.29368114,-0.7620741,0.38934088,0.29057992,0.26558757
22,0.0,-0.9508221,0.04850006,-0.96646386,-0.645688,0.44799447,-0.13869303,-0.33743238,-0.31251323,0.29368114,0.9064964,0.7062918,-0.009162843,0.26558757
23,0.0,-0.03681326,0.04850006,-0.96646386,-0.645688,-0.86241406,0.9685974,-0.42898875,-0.31251323,0.29368114,0.21073079,0.38934088,0.29057992,0.26558757
24,0.0,-0.03681326,0.04850006,-0.96646386,-0.645688,-0.86241406,0.9685974,-0.42898875,-0.41805458,0.29368114,0.21073079,0.38934088,0.29057992,0.26558757
25,0.0,-0.03681326,0.95652723,-0.96646386,-0.645688,-0.86241406,0.9685974,-0.42898875,-0.31251323,0.29368114,0.9064964,-0.23610997,-0.009162843,0.42319632
26,0.0,-0.9508221,0.95652723,-0.96646386,-0.645688,-0.86241406,0.9685974,0.48146594,-0.41805458,0.86315715,0.9064964,-0.21722072,-0.009162843,0.42319632
27,0.0,-0.03681326,0.04850006,-0.96646386,-0.645688,-0.86241406,0.9685974,0.48146594,-0.41805458,0.86315715,0.21073079,-0.21722072,-0.009162843,0.26558757
28,0.0,-0.37853253,0.6486944,-0.3612854,-0.645688,0.09035003,-0.034044802,0.48146594,-0.41805458,0.86315715,0.21073079,0.38934088,0.45733,0.8769082
29,0.0,-0.9508221,0.34826338,-0.3612854,-0.645688,-0.86241406,-0.52729285,0.48146594,-0.41805458,-0.22332191,0.21073079,-0.21722072,0.29057992,0.26558757
30,0.0,-0.37853253,0.6486944,-0.96646386,-0.645688,0.09035003,-0.52729285,0.48146594,-0.41805458,0.1784041,0.9064964,0.11590052,-0.009162843,0.42319632
31,0.0,-0.9508221,0.34826338,-0.3612854,-0.19887704,-0.86241406,-0.52729285,0.48146594,0.52088046,-0.22332191,0.9064964,0.11590052,0.45733,0.42319632
32,0.0,-0.03681326,0.34826338,-0.73722696,-0.645688,-0.19144535,-0.52729285,0.48146594,-0.28909206,-0.22332191,0.9064964,-0.21722072,0.45733,0.26558757
33,0.0,-0.37853253,0.34826338,-0.73722696,-0.645688,0.09035003,-0.75602204,-0.7116289,-0.41805458,0.1784041,-0.04115343,-0.21722072,0.45733,0.42319632
34,0.0,-0.37853253,-0.5905938,-0.73722696,-0.645688,-0.86241406,-0.75602204,0.48146594,0.52088046,-0.9856397,0.6221757,-0.21722072,-0.24201608,0.8769082
35,0.0,-0.9508221,-0.5905938,-0.73722696,0.59125006,0.09035003,-0.75602204,0.95866656,-0.41805458,-0.59441805,0.6221757,-0.051229715,-0.24201608,0.8769082
36,0.0,-0.37853253,0.34826338,-0.73722696,0.59125006,-0.19144535,-0.75602204,0.95866656,0.52088046,0.1784041,0.6221757,-0.21722072,0.45733,0.8769082
37,0.0,-0.37853253,-0.5905938,-0.73722696,-0.070889115,0.09035003,-0.52729285,-0.7116289,-0.98052573,-0.59441805,-0.45182186,0.12988818,0.45733,0.8769082
38,0.0,-0.37853253,0.34826338,-0.73722696,0.59125006,0.74321556,0.13305247,0.83200145,-0.28472912,-0.9856397,0.6221757,-0.051229715,0.45733,-0.5280235
39,0.0,-0.37853253,-0.5905938,-0.73722696,0.59125006,-0.6411015,-0.75602204,-0.86353457,0.52088046,-0.59441805,-0.45182186,-0.051229715,0.45733,-0.5280235
40,0.0,-0.37853253,0.34826338,-0.73722696,0.59125006,-0.19144535,0.13305247,-0.86353457,0.52088046,-0.59441805,-0.45182186,-0.21722072,0.45733,-0.5280235
41,0.0,0.2680062,-0.5905938,-0.73722696,0.59125006,-0.19144535,-0.75602204,-0.86353457,0.52088046,-0.59441805,-0.45182186,-0.051229715,0.62542665,0.42319632
42,0.0,-0.37853253,-0.5905938,-0.73722696,0.59125006,-0.19144535,0.13305247,-0.86353457,-0.28472912,0.09076142,0.298903,-0.051229715,-0.7760966,0.42319632
43,0.0,0.2680062,-0.3434245,-0.29224247,-0.63307476,-0.19144535,-0.75602204,0.83200145,0.52088046,0.09076142,0.298903,0.12988818,-0.7760966,0.42319632
44,0.0,-0.37853253,-0.5905938,-0.29224247,0.59125006,-0.6411015,0.13305247,-0.86353457,0.52088046,-0.59441805,-0.45182186,-0.25144708,0.62542665,-0.40974116
45,0.0,0.2680062,-0.5905938,-0.29224247,-0.63307476,-0.19144535,-0.75602204,-0.86353457,0.87456214,-0.59441805,0.298903,0.12988818,0.62542665,-0.5280235
46,0.0,0.2680062,-0.5905938,-0.73722696,-0.63307476,0.3174628,0.13305247,-0.74480546,-0.98052573,0.09076142,0.298903,0.12988818,-0.7760966,0.42319632
47,0.0,0.2680062,-0.6023444,-0.73722696,-0.63307476,-0.99402124,0.13305247,0.83200145,-0.28472912,-0.59441805,0.298903,0.75394595,0.62542665,-0.5280235
48,0.0,0.2680062,-0.5905938,0.9092686,0.59125006,-0.99402124,0.13305247,-0.20623243,0.87456214,-0.7813786,0.298903,0.75394595,0.7459736,-0.40974116
49,0.0,-0.4954551,0.24665618,-0.73722696,-0.63307476,0.050917506,0.13305247,-0.48796427,-0.28472912,-0.59441805,0.298903,0.75394595,-0.7760966,-0.5280235
50,0.0,0.2680062,0.24665618,0.7915926,-0.070889115,-0.99402124,0.22003233,-0.74480546,0.87456214,0.21512902,0.298903,0.75394595,-0.7760966,-0.55947626
51,0.0,-0.11320555,0.24665618,0.9092686,-0.64834833,0.050917506,0.22003233,-0.20623243,0.87456214,-0.7813786,0.298903,0.75394595,0.7459736,-0.55947626
52,0.0,0.2680062,-0.015758693,0.9092686,0.23447144,-0.99402124,0.3338151,-0.74480546,-0.13837099,-0.7813786,-0.46522307,0.75394595,-0.7760966,-0.55947626
53,0.0,-0.11320555,0.24665618,-0.73722696,-0.070889115,0.050917506,0.3338151,-0.48796427,-0.28472912,-0.7813786,0.298903,0.75394595,-0.7760966,-0.55947626
54,0.0,0.044370294,-0.3434245,0.7915926,0.9304471,-0.40002424,0.22003233,0.03138089,-0.13837099,-0.7813786,-0.46522307,0.75394595,-0.7760966,-0.55947626
55,0.0,-0.065101266,-0.015758693,-0.9559781,-0.64834833,-0.40002424,0.22003233,-0.74480546,-0.13837099,-0.7813786,0.298903,-0.34900498,-0.7760966,0.37866938
56,0.0,-0.11320555,0.24665618,0.9092686,0.9304471,-0.99402124,0.3338151,0.03138089,0.87456214,-0.7813786,-0.46522307,-0.34900498,-0.7760966,-0.55947626
57,0.0,-0.065101266,0.36863792,0.9092686,0.9304471,-0.93805707,0.3338151,-0.74480546,0.87456214,-0.7813786,0.298903,0.5957444,0.9392197,-0.55947626
58,0.0,0.044370294,0.24665618,0.7915926,-0.64834833,-0.93805707,0.22003233,0.03138089,0.87456214,-0.9798681,0.298903,0.5957444,0.62542665,-0.55947626
59,0.0,0.044370294,0.36863792,0.9092686,-0.64834833,-0.93805707,0.8457382,-0.7273772,-0.059117377,-0.9798681,0.298903,0.5957444,-0.7760966,0.11603618
60,0.0,-0.065101266,0.36863792,0.9092686,-0.64834833,-0.93805707,0.8457382,-0.7273772,0.87456214,-0.7813786,-0.46522307,0.5957444,-0.7422303,0.11603618
61,0.0,-0.065101266,0.24665618,0.9092686,-0.64834833,-0.93805707,0.3338151,-0.7273772,0.87456214,-0.9798681,0.0655638,0.5957444,0.62542665,0.11603618
62,0.0,-0.065101266,0.36863792,-0.7055185,-0.64834833,-0.93805707,0.8457382,-0.7273772,-0.10070187,-0.9798681,-0.46522307,-0.34900498,-0.7422303,0.11603618
63,0.0,0.044370294,0.24665618,0.05529797,-0.30475396,-0.93805707,0.8457382,-0.74480546,-0.10070187,-0.9798681,0.5843967,-0.34900498,-0.7422303,0.11603618
64,0.0,-0.065101266,0.24665618,-0.7055185,0.9304471,-0.74711084,0.22003233,-0.74480546,-0.10070187,-0.9798681,0.7425914,-0.34900498,-0.7422303,0.11603618
65,0.0,-0.065101266,-0.3881994,0.05529797,-0.033275843,-0.93805707,0.22003233,0.23854601,-0.10070187,-0.9798681,0.5843967,-0.91488814,-0.7422303,-0.8410305
66,0.0,-0.16739994,0.24665618,0.05529797,-0.033275843,-0.74711084,-0.27554858,-0.74480546,-0.10070187,-0.7813786,0.5843967,-0.37091166,-0.7422303,0.11603618
67,0.0,-0.16739994,0.24665618,-0.7055185,-0.64834833,-0.74711084,0.22003233,-0.74480546,0.9386052,-0.9798681,0.5843967,-0.91488814,-0.7422303,0.11603618
68,0.0,-0.065101266,0.24665618,-0.72943294,0.15801907,-0.60862976,-0.27554858,0.23854601,0.9386052,-0.9798681,0.7425914,-0.37091166,0.80902374,0.11603618
69,0.0,-0.16739994,-0.3881994,0.05529797,-0.033275843,-0.60862976,0.22003233,-0.041514814,0.9386052,0.5510353,0.7425914,-0.37091166,-0.48101908,-0.3223259
70,0.0,-0.16739994,-0.3881994,0.05529797,-0.30475396,-0.74711084,-0.27554858,0.23854601,0.9386052,0.5510353,0.7425914,-0.37091166,0.80902374,-0.3223259
71,0.0,-0.16739994,0.24665618,0.05529797,-0.033275843,-0.74711084,-0.27554858,-0.74480546,0.9386052,-0.7813786,0.7425914,-0.37091166,-0.7422303,-0.3223259
72,0.0,-0.16739994,0.24665618,-0.72943294,-0.033275843,-0.60862976,-0.30398524,-0.9144398,0.9386052,0.49557495,-0.5660094,-0.37091166,0.80902374,0.79792607
73,0.0,-0.16739994,-0.3881994,-0.88261616,-0.033275843,-0.74711084,0.22003233,-0.041514814,0.9386052,0.5510353,0.7425914,0.719977,-0.48101908,-0.3223259
74,0.0,-0.16739994,0.24665618,-0.88261616,-0.30475396,-0.60862976,-0.27554858,-0.24626374,0.9386052,0.5510353,-0.5660094,0.719977,0.80902374,-0.3223259
75,0.0,-0.16739994,-0.3881994,-0.88261616,-0.30475396,-0.16650128,-0.31492692,-0.041514814,0.9386052,0.5510353,0.7425914,-0.37091166,0.80902374,-0.3223259
76,0.0,-0.16739994,0.24665618,-0.88261616,-0.30475396,-0.16650128,-0.27554858,-0.9144398,0.9386052,0.5510353,0.7425914,0.719977,0.80902374,-0.3223259
77,0.0,-0.16739994,-0.28809547,-0.88261616,-0.30475396,0.8166231,0.82815075,-0.24626374,0.9386052,0.14934433,0.7425914,-0.37091166,0.80902374,-0.3223259
78,0.0,-0.16739994,0.24665618,-0.7079481,-0.7520006,0.8166231,-0.27554858,-0.9144398,-0.123037755,0.14934433,0.7425914,0.719977,0.80902374,-0.47907257
79,0.0,-0.16739994,0.24665618,-0.88261616,-0.30475396,-0.16650128,-0.31492692,-0.9144398,0.9386052,0.14934433,-0.5660094,0.719977,0.80902374,-0.3223259
80,0.0,-0.16739994,-0.28809547,-0.88261616,-0.7520006,0.8166231,-0.31492692,-0.9144398,-0.51673734,0.14934433,-0.5660094,-0.37091166,0.80902374,-0.3223259
81,0.0,-0.5816104,0.24665618,-0.7079481,-0.7520006,-0.518706,0.82815075,-0.9144398,-0.51673734,0.14934433,-0.5660094,0.719977,-0.5901269,-0.47907257
82,0.0,-0.22692978,-0.28809547,-0.7079481,-0.7520006,-0.518706,0.82815075,0.63941646,-0.123037755,0.26999283,-0.5082629,0.719977,-0.23596883,-0.47907257
83,0.0,-0.22692978,-0.28809547,-0.88261616,-0.7520006,0.11016035,0.82815075,0.63941646,-0.123037755,0.43275058,-0.5660094,0.719977,-0.5901269,-0.47907257
84,0.0,-0.5816104,-0.28809547,0.37596726,0.37276256,0.11016035,0.82815075,0.63941646,-0.123037755,0.26999283,-0.5660094,-0.37091166,0.39410138,-0.47907257
85,0.0,-0.5816104,-0.22871375,-0.7079481,-0.7520006,0.11016035,-0.31492692,0.63941646,-0.51673734,0.43275058,0.23034573,-0.37091166,0.24523795,-0.47907257
86,0.0,-0.16739994,-0.22871375,-0.7079481,-0.7520006,-0.518706,0.82815075,0.63941646,-0.123037755,0.26999283,-0.15288252,-0.37091166,-0.23596883,-0.3223259
87,0.0,-0.5816104,-0.28809547,-0.88261616,-0.7520006,0.11016035,0.82815075,0.7546855,-0.123037755,0.26999283,-0.15288252,-0.25577074,0.39410138,-0.47907257
88,0.0,-0.5816104,0.20142508,-0.7079481,0.37276256,0.11016035,-0.28211433,0.7546855,-0.123037755,-0.77160656,0.23034573,-0.25577074,0.39410138,-0.47907257
89,0.0,-0.5816104,-0.22871375,-0.7079481,-0.7520006,-0.518706,0.82815075,0.7546855,-0.123037755,0.43275058,-0.15288252,-0.37091166,0.39410138,-0.47907257
90,0.0,-0.4423316,-0.22871375,-0.7079481,0.39468396,-0.518706,0.82815075,0.7546855,-0.123037755,-0.77160656,-0.15288252,0.719977,0.39410138,-0.3223259
91,0.0,-0.3658455,0.20142508,-0.7079481,0.39468396,-0.518706,0.70971334,0.9050001,-0.123037755,-0.77160656,-0.15288252,-0.25577074,0.39410138,-0.47907257
92,0.0,-0.3658455,-0.22871375,-0.7079481,0.39468396,0.11016035,-0.82882506,-0.30435693,-0.123037755,-0.77160656,-0.15288252,-0.25577074,0.39410138,-0.47907257
93,0.0,-0.4423316,0.20142508,-0.7599762,0.011506796,-0.518706,-0.82882506,-0.30435693,-0.123037755,0.43275058,-0.15288252,-0.25577074,0.39410138,-0.47907257
94,0.0,-0.3658455,-0.22871375,-0.7079481,0.39468396,0.5481441,-0.82882506,0.9050001,-0.123037755,-0.77160656,-0.15288252,-0.25577074,0.39410138,-0.47907257
95,0.0,-0.3658455,-0.22871375,-0.7079481,0.39468396,-0.518706,0.70971334,0.7546855,-0.123037755,0.43275058,-0.1407311,-0.25577074,0.39410138,0.32894027
96,0.0,-0.4423316,-0.22871375,-0.7079481,0.39468396,0.5481441,-0.31492692,0.7546855,-0.123037755,0.43275058,-0.1407311,0.9127239,0.39410138,-0.47907257
97,0.0,0.8510082,-0.22871375,-0.7079481,0.011506796,0.9181125,0.70971334,0.9050001,-0.123037755,0.43275058,-0.15288252,-0.25577074,0.39410138,-0.47907257
98,0.0,-0.5816104,-0.22871375,-0.23105407,0.011506796,0.9181125,-0.71518594,0.7546855,-0.557678,0.43275058,-0.1407311,-0.25577074,-0.6007502,0.32894027
99,0.0,0.48159468,-0.20257926,0.25583208,0.39468396,0.650067,-0.71518594,0.7546855,-0.123037755,0.43275058,-0.15288252,-0.25577074,-0.35223103,-0.79184914
