ID,Fitness,gene 0,gene 1,gene 2,gene 3,gene 4,gene 5,gene 6,gene 7,gene 8,gene 9,gene 10,gene 11,gene 12
0,8.062971,0.82980525,-0.8093996,-0.8473189,-0.2721057,0.18498492,0.47138965,-0.85028994,-0.03142184,0.8968797,0.89053786,0.49833977,0.219993,0.12793815
1,8.062971,0.82980525,-0.99442995,-0.8473189,0.34105182,-0.6951697,0.8139682,-0.85028994,-0.8975043,0.8968797,0.89053786,-0.4299298,0.78928447,0.12793815
2,8.098011,0.9196112,-0.99442995,-0.8177411,-0.2721057,0.18498492,0.6451143,0.33657265,-0.8975043,0.8968797,0.89053786,-0.4299298,0.219993,0.12793815
3,8.066229,0.9561527,-0.2802453,-0.8473189,0.9133823,-0.6951697,0.8139682,0.33657265,-0.03142184,0.8968797,-0.6551976,-0.088104665,0.219993,0.12793815
4,8.044689,0.9196112,0.07965112,-0.8473189,0.34105182,-0.6951697,0.69801104,-0.85028994,-0.8530975,0.8968797,0.89053786,-0.4299298,0.219993,0.12793815
5,8.066229,0.9561527,-0.2802453,-0.8473189,0.9133823,-0.8976409,0.8139682,-0.85028994,-0.8975043,0.8968797,-0.6551976,-0.4299298,0.78928447,-0.9764307
6,8.062971,0.82980525,-0.99442995,-0.8473189,0.9133823,-0.8976409,0.69801104,-0.5959507,0.8335787,-0.6453171,-0.6551976,-0.4299298,0.78928447,0.20591116
7,8.062971,0.82980525,-0.7393187,-0.8473189,-0.11089468,-0.6951697,0.47138965,-0.85028994,-0.8802244,-0.6453171,-0.6551976,-0.4299298,0.33932734,-0.7839962
8,8.066229,0.9561527,0.039637327,-0.8473189,0.9133823,-0.8976409,0.69801104,-0.5959507,0.8335787,-0.15750611,-0.6551976,-0.76314884,0.33932734,-0.9764307
9,8.066229,0.9561527,-0.99442995,-0.8473189,0.8809117,-0.41328263,0.47138965,-0.85028994,-0.8802244,-0.6453171,-0.6551976,-0.76314884,0.33932734,-0.9764307
10,8.062504,0.9561527,-0.7393187,-0.9452037,-0.11089468,-0.41328263,0.50393987,0.33794808,0.567708,-0.15750611,-0.6551976,-0.4299298,0.33932734,-0.9764307
11,8.062504,0.9561527,0.039637327,-0.9452037,0.9133823,-0.43272817,0.50393987,-0.5959507,0.8335787,-0.6453171,-0.6551976,-0.4299298,0.33932734,0.7690662
12,8.062504,0.9561527,-0.7393187,-0.9452037,0.9133823,-0.41328263,0.8139682,-0.5959507,0.07099724,-0.6453171,-0.53282523,-0.76314884,0.33932734,-0.8080574
13,8.062504,0.9561527,-0.99442995,-0.9452037,-0.11089468,-0.41328263,0.50393987,-0.5959507,0.07099724,0.9630203,-0.6551976,-0.4299298,0.6906816,-0.9764307
14,8.062504,0.9561527,-0.7393187,-0.9452037,-0.11089468,-0.41328263,0.50393987,0.33794808,0.567708,-0.6453171,-0.6551976,-0.76314884,0.6906816,-0.8080574
15,8.062504,0.9561527,0.039637327,-0.9452037,-0.11089468,-0.61388886,0.50393987,0.33794808,0.07099724,0.9630203,0.20351589,-0.4299298,0.6906816,0.7690662
16,8.062504,0.9561527,-0.7393187,-0.9452037,0.17832518,-0.43272817,0.50393987,0.33794808,0.07099724,0.9630203,0.20351589,-0.4299298,0.6906816,-0.8080574
17,8.062504,0.9561527,-0.7393187,-0.9452037,-0.11089468,-0.61388886,0.50393987,0.33794808,0.07099724,0.9630203,0.20351589,0.46582603,-0.4601853,-0.8080574
18,8.062504,0.9561527,-0.7393187,-0.9452037,0.6469549,0.37294257,0.50393987,0.33794808,0.567708,0.9630203,-0.40087688,-0.027529359,-0.4601853,0.53889585
19,8.062504,0.9561527,-0.561914,-0.9452037,-0.11089468,-0.61388886,0.50393987,0.33794808,0.567708,0.9630203,0.3189218,0.46582603,-0.4601853,0.53889585
20,8.062504,0.9561527,0.39466274,-0.9452037,0.6469549,0.17574906,-0.6160171,0.33794808,-0.27227676,0.9630203,0.3189218,-0.027529359,0.6906816,-0.8080574
